Resume ID,Resume Text,Education,Experience Years,Skills,Job Role,Category
r008433,"Education: Master's in Social Work Experience: 4 years Skills: Leadership, Communication, Microservices, Counseling, Case Management, Problem Solving, Empathy, Crisis Intervention",master's in social work,4,leadership|communication|microservices|counseling|case management|problem solving|empathy|crisis intervention,social worker,human services & social work
r008434,"Education: Bachelor's in Computer Science Experience: 5 years Skills: Jira, Linux, Communication, Compliance, DevOps, Security, Container Security, CI/CD",bachelor's in computer science,5,jira|linux|communication|compliance|devops|security|container security|ci/cd,devsecops engineer,technology
r008435,"Education: Bachelor's in Environmental Science Experience: 2 years Skills: Shell Scripting, Law Enforcement, Communication, Safety, Environmental Knowledge, Scikit-learn, Problem Solving, Conservation",bachelor's in environmental science,2,shell scripting|law enforcement|communication|safety|environmental knowledge|scikit-learn|problem solving|conservation,conservation officer,conservation
r008436,"Education: Bachelor's in 3D Art Experience: 1 years Skills: Rendering, Graphic Design, Web Design, Problem Solving, Creativity, Texturing, Software Skills, GCP",bachelor's in 3d art,1,rendering|graphic design|web design|problem solving|creativity|texturing|software skills|gcp|3d modeling,3d artist,creative & design
r008437,"Education: PhD Experience: 5 years Skills: Research, Experimentation, MongoDB, App Testing, Data Analysis, Presentation Skills, Power BI, Deep Learning",phd,5,research|experimentation|mongodb|app testing|data analysis|presentation skills|power bi|deep learning|problem solving|scientific knowledge|writing,research scientist,research & development
r008438,"Education: Bachelor's in Business Experience: 2 years Skills: Web Design, Product Strategy, Market Analysis, Data Analysis, User Research, Communication, Project Management, Leadership",bachelor's in business,2,web design|product strategy|market analysis|data analysis|user research|communication|project management|leadership|security architecture|business acumen,product manager,marketing & sales
r008439,"Education: Cloud Certification Experience: 4 years Skills: React Native, Azure, Security, System Design, iOS, GCP, Shell Scripting, AWS",cloud certification,4,react native|azure|security|system design|ios|gcp|shell scripting|aws|networking|python,cloud architect,technology
r008440,"Education: Bachelor's in Mathematics Experience: 2 years Skills: Excel, Statistical Analysis, Python, Tableau, SQL, Mentoring, C++, Graphic Design",bachelor's in mathematics,2,excel|statistical analysis|python|tableau|sql|mentoring|c++|graphic design|data visualization|leadership|p&l management,data analyst,data & analytics
r008441,"Education: Associate in Broadcast Technology Experience: 0 years Skills: PyTorch, Equipment Operation, Troubleshooting, Attention to Detail, Web Accessibility, React, TypeScript, Technical Knowledge",associate in broadcast technology,0,pytorch|equipment operation|troubleshooting|attention to detail|web accessibility|react|typescript|technical knowledge|safety|broadcasting|javascript,broadcast technician,entertainment & media
r008442,"Education: Bachelor's in Computer Science Experience: 3 years Skills: SQL, Flutter, Problem Solving, API Development, Ruby on Rails, Kubernetes, NoSQL, Ruby",bachelor's in computer science,3,sql|flutter|problem solving|api development|ruby on rails|kubernetes|nosql|ruby|database design|teamwork|html/css,ruby developer,technology
r008443,"Education: Bachelor's in Literature Experience: 3 years Skills: Communication, Storytelling, Attention to Detail, Creativity, Kanban, Research, Writing, Jenkins",bachelor's in literature,3,communication|storytelling|attention to detail|creativity|kanban|research|writing|jenkins,writer,entertainment & media
r008444,"Education: Bachelor's in Mechanical Engineering Experience: 3 years Skills: Production Planning, Equipment Knowledge, PostgreSQL, Process Design, Quality Control, Data Analysis, R, Problem Solving",bachelor's in mechanical engineering,3,production planning|equipment knowledge|postgresql|process design|quality control|data analysis|r|problem solving|security architecture|cad|django,manufacturing engineer,engineering & manufacturing
r008445,"Education: Diploma in IT Experience: 0 years Skills: HTML, React, CSS, UI/UX Design, Vue.js, Android, Oracle, JavaScript",diploma in it,0,html|react|css|ui/ux design|vue.js|android|oracle|javascript,frontend developer,technology
r008446,"Education: Bachelor's in Sports Management Experience: 2 years Skills: Financial Management, Communication, Marketing, Problem Solving, Kanban, Leadership, Scala, Sports Management",bachelor's in sports management,2,financial management|communication|marketing|problem solving|kanban|leadership|scala|sports management|tensorflow,sports manager,sports & recreation
r008447,"Education: Security Certification Experience: 4 years Skills: Compliance, Encryption, Security Architecture, Risk Management, Linux, Communication, Networking, Scikit-learn",security certification,4,compliance|encryption|security architecture|risk management|linux|communication|networking|scikit-learn|php,security engineer,technology
r008448,"Education: Master's in Library Science Experience: 4 years Skills: Query Optimization, Information Management, Customer Service, Technology, Leadership, Communication, Security Protocols, Documentation",master's in library science,4,query optimization|information management|customer service|technology|leadership|communication|security protocols|documentation|research|organization,librarian,information services
r008449,"Education: Associate in Film/Video Experience: 4 years Skills: Video Editing Software, Color Grading, Creativity, Graphic Design, Cassandra, Audio Editing, Storytelling, Attention to Detail",associate in film/video,4,video editing software|color grading|creativity|graphic design|cassandra|audio editing|storytelling|attention to detail|compliance,video editor,creative & design
r008450,"Education: Master's in Business Experience: 10 years Skills: Financial Analysis, Executive Communication, Vision Setting, Culture Building, Sales, Strategic Leadership, Change Management, Organizational Development",master's in business,10,financial analysis|executive communication|vision setting|culture building|sales|strategic leadership|change management|organizational development,chief people officer,human resources
r008451,"Education: Bachelor's in Business Experience: 2 years Skills: Financial Analysis, Wireframing, Product Knowledge, Analytics, Communication, Django, Problem Solving, Jupyter",bachelor's in business,2,financial analysis|wireframing|product knowledge|analytics|communication|django|problem solving|jupyter|customer relations|account management,customer success manager,sales & customer service
r008452,"Education: Bachelor's in Computer Science Experience: 2 years Skills: CMS, Vue.js, Network Security, Joomla, MySQL, PHP, Theme Development, Web Accessibility",bachelor's in computer science,2,cms|vue.js|network security|joomla|mysql|php|theme development|web accessibility|graphic design|javascript|tableau,joomla developer,technology
r008453,"Education: Bachelor's in Computer Science Experience: 3 years Skills: HTML/CSS, Kubernetes, Security Protocols, Problem Solving, Ruby, API Development, Ruby on Rails, Serverless",bachelor's in computer science,3,html/css|kubernetes|security protocols|problem solving|ruby|api development|ruby on rails|serverless|time management|graphql|sql,ruby developer,technology
r008454,"Education: Doctor of Veterinary Medicine Experience: 2 years Skills: Animal Care, Veterinary Medicine, Android, Communication, Compassion, GraphQL, Problem Solving, Diagnosis",doctor of veterinary medicine,2,animal care|veterinary medicine|android|communication|compassion|graphql|problem solving|diagnosis|confluence,veterinarian,veterinary
r008455,"Education: Bachelor's in Production Experience: 5 years Skills: Production Management, Technical Knowledge, React Native, R, Microservices, C++, Problem Solving, Communication",bachelor's in production,5,production management|technical knowledge|react native|r|microservices|c++|problem solving|communication|creativity|leadership|php,producer,entertainment & media
r008456,"Education: CPA Experience: 7 years Skills: Redis, Internal Controls, Audit Procedures, Communication, Compliance, Perl, Risk Assessment, Leadership",cpa,7,redis|internal controls|audit procedures|communication|compliance|perl|risk assessment|leadership,audit manager,finance & accounting
r008457,"Education: Bachelor's in Finance Experience: 4 years Skills: Excel, CloudFormation, Compensation Strategy, Compliance, Benefits Administration, Market Analysis, Penetration Testing, Communication",bachelor's in finance,4,excel|cloudformation|compensation strategy|compliance|benefits administration|market analysis|penetration testing|communication,compensation & benefits manager,human resources
